"Quote_Id","Quote_Date","Quote_Flag","Field_info1","Field_info2","Field_info3","Field_info4","Coverage_info1","Coverage_info2","Coverage_info3","Sales_info1","Sales_info2","Sales_info3","Sales_info4","Sales_info5","Personal_info1","Personal_info2","Personal_info3","Personal_info4","Personal_info5","Property_info1","Property_info2","Property_info3","Property_info4","Property_info5","Geographic_info1","Geographic_info2","Geographic_info3","Geographic_info4","Geographic_info5"
22442,"7/4/15",0,"K",0.887,"1,113","Y",13,25,"F",1,4,11,"P",33096,"N",6,"XD",0,,"N",0,"J",1,8,25,10,-1,"N","TX"
22457,"15/10/14",0,"B",0.9153,"935","N",7,22,"E",1,2,20,"Q",43413,"N",11,"ZA",0,2,"N",0,"O",0,22,1,15,-1,"N","CA"
22487,"14/4/14",1,"F",1.0006,"548","N",9,22,"J",1,4,11,"K",37006,"N",7,"ZF",0,2,"N",0,"N",0,17,4,21,25,"N","NJ"
22491,"12/1/15",0,"K",0.887,"1,113","Y",6,22,"F",1,5,11,"K",60606,"N",7,"XO",0,,"N",0,"I",1,4,14,6,-1,"N","TX"
22573,"12/3/14",0,"F",0.9566,"548","N",8,22,"E",0,4,20,"T",49884,"N",-1,"XM",0,,"N",0,"R",1,10,4,17,-1,"N","NJ"
22593,"15/3/14",0,"J",0.8922,"1,113","N",7,22,"G",1,3,11,"R",38401,"N",-1,"XH",0,,"N",0,"I",1,10,12,5,-1,"N","TX"
22596,"27/8/14",1,"F",1.0006,"548","N",7,22,"E",1,3,20,"T",30517,"N",25,"XR",0,,"N",0,"R",0,21,4,20,-1,"N","NJ"
22645,"27/12/13",0,"F",0.9838,"564","N",7,22,"E",1,5,20,"V",44125,"N",5,"XH",0,,"N",0,"R",1,13,4,19,-1,"N","NJ"
22668,"20/8/13",0,"F",0.9919,"564","N",3,22,"E",1,5,4,"P",29538,"N",10,"XQ",0,,"N",0,"R",1,13,4,20,-1,"N","NJ"
22714,"9/5/13",1,"E",0.9525,"1,480","N",6,22,"K",1,4,1,"V",764,"N",7,"XJ",0,,"N",0,"R",1,14,9,25,-1,"N","IL"
22724,"15/4/14",0,"J",0.8922,"1,113","N",2,22,"G",1,3,20,"P",53373,"N",11,"XB",0,,"N",0,"J",1,6,18,4,-1,"N","TX"
22734,"12/2/15",0,"B",0.9153,"935","N",12,22,"D",1,5,11,"Q",54435,"N",-1,"ZA",0,2,"N",0,"O",0,23,2,4,-1,"N","CA"
22773,"27/7/13",0,"E",0.9487,"1,480","N",4,22,"K",1,3,21,"R",16256,"N",-1,"XO",0,,"N",0,"R",1,14,9,23,-1,"N","IL"
22833,"6/4/14",0,"F",1.0006,"548","N",11,22,"E",1,5,11,"M",40316,"N",6,"XJ",0,,"N",0,"R",1,23,4,22,-1,"N","NJ"
22836,"17/10/14",0,"J",0.8793,"1,113","N",8,25,"G",0,4,22,"V",58851,"N",5,"XS",0,,"N",0,"J",1,8,24,16,-1,"N","TX"
22838,"14/5/15",0,"C",0.8746,"1,487","Y",9,22,"A",1,2,20,"Q",2935,"N",14,"ZE",0,,"N",0,"J",1,9,9,25,-1,"N","IL"
22915,"26/4/14",1,"K",0.8922,"1,113","Y",5,22,"F",1,4,22,"T",44711,"N",25,"XM",0,2,"N",0,"J",1,7,25,16,-1,"N","TX"
23000,"1/11/13",0,"B",0.9403,"965","N",9,25,"D",0,5,24,"V",44320,"N",5,"ZA",0,2,"N",0,"R",1,20,2,9,-1,"N","CA"
23030,"16/5/13",1,"B",0.9403,"965","N",3,22,"D",1,5,15,"Q",61437,"N",13,"ZA",0,2,"N",0,"O",1,3,2,10,-1,"N","CA"
23070,"10/7/13",1,"B",0.9403,"965","N",4,22,"E",0,3,17,"T",53337,"N",6,"ZA",0,2,"N",0,"D",1,21,2,4,-1,"N","CA"
23076,"14/1/14",0,"B",0.9403,"935","N",4,22,"D",0,5,20,"P",58871,"N",7,"ZA",0,2,"N",0,"O",1,10,2,4,-1,"N","CA"
23088,"24/6/13",1,"F",0.9919,"564","N",5,22,"E",1,3,17,"P",21877,"N",5,"XM",0,,"N",0,"R",1,13,4,20,-1,"N","NJ"
23169,"7/11/14",0,"J",0.887,"1,113","N",11,22,"G",1,5,11,"V",37936,"N",5,"ZR",0,,"N",0,"E",1,11,24,15,-1,"N","TX"
23178,"2/7/13",0,"B",0.9403,"965","N",21,25,"D",0,5,17,"P",9726,"N",-1,"ZA",0,2,"N",0,"O",1,23,2,4,-1,"N","CA"
23190,"5/3/14",1,"F",0.9566,"548","N",5,22,"E",1,5,11,"V",1483,"N",6,"YE",0,,"N",0,"R",0,9,4,18,-1,"N","NJ"
23221,"13/5/13",0,"B",0.9403,"965","N",5,22,"D",1,5,1,"K",30722,"N",7,"ZA",0,2,"N",0,"O",0,14,2,7,-1,"N","CA"
23247,"22/4/14",0,"F",1.0006,"548","N",8,22,"H",0,5,20,"P",41690,"N",15,"XS",0,,"N",0,"R",1,12,4,19,-1,"N","NJ"
23324,"13/11/14",0,"J",0.887,"1,113","N",5,2,"B",1,5,11,"Q",22763,"N",7,"XB",0,,"N",0,"J",1,5,25,14,-1,"N","TX"
23334,"13/3/13",0,"B",0.9403,"965","N",8,22,"D",1,5,23,"T",64678,"N",17,"ZA",0,2,"N",0,"D",0,20,2,7,-1,"N","CA"
23381,"30/3/15",0,"C",0.893,"1,487","Y",15,22,"F",1,5,11,"K",41768,"N",5,"ZH",0,,"N",0,"D",1,22,9,25,-1,"N","IL"
23393,"11/5/15",0,"B",0.9153,"935","N",5,25,"J",0,4,11,"K",61966,"N",4,"ZA",0,2,"N",0,"A",0,7,2,13,-1,"N","CA"
23396,"2/4/14",1,"B",0.9153,"935","N",8,2,"D",0,5,11,"T",19285,"N",5,"ZA",0,2,"N",0,"E",1,11,2,4,-1,"N","CA"
23447,"4/2/13",0,"E",0.9368,"1,480","N",3,22,"K",1,5,23,"K",6255,"N",6,"ZH",0,,"Y",0,"N",1,1,11,23,-1,"N","IL"
23526,"2/9/14",0,"E",0.9194,"1,487","N",25,22,"G",1,3,20,"P",52266,"N",20,"YF",0,,"N",0,"D",1,25,9,23,-1,"N","IL"
23652,"18/10/13",0,"B",0.9403,"965","N",2,2,"D",1,5,7,"Q",12343,"N",2,"ZA",0,2,"N",0,"O",0,1,2,4,-1,"N","CA"
23712,"9/2/14",0,"F",0.9685,"548","N",3,22,"E",1,4,11,"K",38981,"N",4,"YH",0,,"N",0,"N",0,10,4,22,-1,"N","NJ"
23761,"2/4/13",0,"J",0.9769,"1,165","N",6,22,"G",1,4,23,"P",58763,"N",8,"YF",0,,"N",0,"I",1,3,14,7,-1,"N","TX"
23778,"10/6/14",0,"F",1.0006,"548","N",5,22,"E",0,4,11,"P",66429,"N",-1,"XR",0,,"N",0,"R",0,7,5,22,-1,"N","NJ"
23829,"24/9/13",0,"B",0.9403,"965","N",4,22,"D",1,5,4,"T",4541,"N",25,"ZA",0,2,"N",0,"I",1,4,2,10,-1,"N","CA"
23851,"12/1/14",0,"F",0.9838,"548","N",5,1,"L",1,3,20,"K",34735,"N",14,"XR",0,,"N",0,"R",1,16,4,19,-1,"N","NJ"
23863,"24/9/13",0,"E",0.9489,"1,480","N",8,22,"F",1,5,4,"P",41004,"N",5,"ZA",0,2,"N",0,"J",0,10,9,25,-1,"N","IL"
23883,"19/9/14",1,"J",0.8928,"1,113","N",25,22,"G",1,3,11,"R",28239,"N",5,"XD",0,,"N",0,"O",1,25,14,5,-1,"N","TX"
23913,"9/6/14",0,"F",1.0006,"548","N",4,25,"G",1,2,20,"K",48696,"N",6,"XX",0,,"N",0,"N",0,15,4,21,-1,"N","NJ"
23962,"5/2/13",0,"E",0.9368,"1,480","N",6,22,"K",1,3,14,"P",63350,"N",7,"XD",0,,"N",0,"R",1,7,9,23,-1,"N","IL"
23993,"28/6/13",0,"B",0.9403,"965","N",1,22,"D",0,5,1,"V",63050,"N",5,"ZA",0,2,"N",0,"O",1,2,2,10,-1,"N","CA"
23997,"18/3/15",0,"F",1.0101,"548","N",4,25,"E",1,5,11,"T",18459,"N",5,"XM",0,,"N",0,"N",0,9,4,21,-1,"N","NJ"
24087,"21/5/13",1,"E",0.9525,"1,480","N",4,22,"K",1,4,1,"Q",43217,"N",6,"XM",0,,"N",0,"D",1,5,10,24,-1,"N","IL"
24111,"12/6/13",0,"B",0.9403,"965","N",8,22,"D",1,5,1,"T",24731,"N",11,"ZA",0,2,"N",0,"R",0,13,2,4,-1,"N","CA"
24124,"4/5/15",0,"K",0.887,"1,113","Y",7,25,"G",1,4,11,"K",13967,"N",-1,"ZA",0,2,"N",0,"R",1,14,14,6,-1,"N","TX"
24127,"30/4/13",0,"B",0.9403,"965","N",19,22,"D",0,5,24,"K",25129,"N",3,"ZA",0,2,"N",0,"A",0,23,2,4,-1,"N","CA"
24129,"29/7/13",1,"F",0.9919,"564","N",13,22,"E",1,4,4,"T",60345,"N",6,"ZH",0,2,"N",0,"N",1,17,4,17,-1,"N","NJ"
24169,"17/6/13",0,"J",0.9691,"1,165","N",15,22,"G",1,3,17,"K",8631,"N",6,"ZN",0,,"N",0,"J",1,11,24,15,-1,"N","TX"
24217,"17/9/13",0,"B",0.9403,"965","N",22,22,"D",0,5,4,"K",7115,"N",17,"ZA",0,2,"N",0,"O",1,21,2,12,-1,"N","CA"
24225,"2/10/13",1,"B",0.9403,"965","N",8,22,"E",1,3,20,"T",64055,"N",7,"ZA",0,2,"N",0,"O",1,20,2,4,-1,"N","CA"
24232,"9/9/13",0,"F",0.9919,"564","N",6,22,"J",1,3,21,"K",32791,"N",-1,"XO",0,,"Y",0,"R",1,13,4,21,-1,"N","NJ"
24272,"4/1/13",0,"B",0.9219,"965","N",20,22,"J",0,5,23,"V",55566,"N",19,"ZA",0,2,"N",0,"A",0,17,2,6,-1,"N","CA"
24274,"4/3/15",1,"K",0.887,"1,113","Y",2,22,"K",1,4,11,"T",29428,"N",22,"XX",0,,"N",0,"I",1,1,17,4,-1,"N","TX"
24317,"12/3/13",1,"F",0.8945,"564","N",3,25,"E",0,4,23,"P",46132,"N",5,"XM",0,,"N",0,"R",0,5,4,16,-1,"N","NJ"
24376,"9/12/14",0,"J",0.887,"1,113","N",25,2,"A",1,5,11,"Q",2847,"N",5,"YE",0,,"N",0,"S",1,20,16,4,-1,"N","TX"
24395,"30/8/13",0,"B",0.9403,"965","N",25,25,"K",1,4,4,"V",61058,"N",15,"ZA",0,2,"Y",0,"K",1,25,2,9,-1,"N","CA"
24432,"15/12/14",0,"B",0.9153,"935","N",8,22,"J",1,2,20,"K",49331,"N",12,"ZA",0,2,"N",0,"O",1,23,1,15,-1,"N","CA"
24473,"5/12/13",0,"J",0.8922,"1,165","N",7,25,"A",0,4,7,"Q",40331,"N",6,"XJ",0,,"N",0,"J",1,6,15,8,-1,"N","TX"
24676,"25/7/13",0,"F",0.9919,"564","N",1,22,"G",0,3,21,"Q",31698,"N",25,"XQ",0,,"N",0,"J",1,15,4,20,-1,"N","NJ"
24721,"9/4/15",0,"K",0.887,"1,113","Y",15,25,"G",1,5,11,"Q",5589,"N",-1,"XJ",0,,"Y",0,"J",1,10,14,5,-1,"N","TX"
24754,"25/8/14",0,"J",0.8928,"1,113","N",11,22,"G",0,5,11,"K",14383,"N",6,"XD",0,,"N",0,"D",1,15,14,5,-1,"N","TX"
24773,"22/3/13",0,"E",0.9375,"1,480","N",18,22,"A",0,5,23,"V",54300,"N",-1,"ZA",0,2,"N",0,"J",0,9,9,24,-1,"N","IL"
24830,"11/2/15",0,"K",0.887,"1,113","Y",7,22,"F",1,5,11,"T",12021,"N",9,"YH",0,,"N",0,"D",1,9,24,15,-1,"N","TX"
24838,"23/4/15",0,"B",0.9153,"935","N",23,22,"D",1,5,11,"Q",67052,"N",9,"ZA",0,2,"N",0,"O",1,25,2,4,-1,"N","CA"
24891,"12/10/13",0,"E",0.9482,"1,480","N",11,22,"F",1,5,4,"R",61649,"N",25,"ZA",0,2,"N",0,"J",0,10,9,24,-1,"N","IL"
24912,"6/11/14",1,"F",1.0006,"548","N",5,22,"E",1,3,20,"Q",27269,"N",7,"XM",0,,"N",0,"R",1,8,4,19,-1,"N","NJ"
24982,"21/8/13",0,"J",0.9691,"1,165","N",7,22,"F",1,3,21,"T",15332,"N",4,"XO",0,,"Y",0,"D",1,4,15,4,-1,"N","TX"
25039,"14/5/14",1,"B",0.9153,"935","N",12,22,"D",1,5,11,"T",63307,"N",7,"ZA",0,2,"N",0,"O",1,19,2,6,-1,"N","CA"
25060,"17/5/15",0,"F",1.0101,"548","N",5,22,"E",1,5,20,"M",31404,"N",-1,"XJ",0,,"N",0,"R",1,14,4,19,-1,"N","NJ"
25077,"10/9/14",0,"B",0.9153,"935","N",22,22,"E",1,2,20,"T",46941,"N",10,"ZA",0,2,"Y",0,"O",1,25,2,4,-1,"N","CA"
25105,"23/1/13",0,"F",0.9223,"564","N",6,25,"G",1,3,14,"T",65510,"N",10,"ZN",0,,"Y",0,"N",1,11,4,17,-1,"N","NJ"
25153,"26/9/13",0,"F",0.9919,"564","N",11,22,"F",1,3,20,"Q",3566,"N",8,"XD",0,,"N",0,"R",1,20,4,18,-1,"N","NJ"
25155,"12/8/14",1,"F",1.0006,"548","N",9,22,"E",1,4,11,"T",9358,"N",12,"ZH",0,,"N",0,"R",0,16,4,22,-1,"N","NJ"
25193,"17/3/15",0,"B",0.9153,"935","N",9,2,"K",0,5,11,"P",60361,"N",7,"ZA",0,2,"N",0,"O",0,25,1,5,-1,"N","CA"
25215,"4/5/14",0,"J",0.8928,"1,113","N",2,22,"F",1,5,11,"M",24778,"N",6,"ZA",0,2,"N",0,"N",0,1,24,14,-1,"N","TX"
25239,"9/7/14",0,"F",1.0006,"548","N",6,22,"E",1,5,11,"T",66270,"N",18,"YF",0,,"Y",0,"R",1,18,4,19,-1,"N","NJ"
25258,"2/1/14",0,"E",0.9472,"1,487","N",9,22,"F",1,5,20,"Q",7455,"N",4,"XE",0,,"N",0,"R",1,7,9,24,-1,"N","IL"
25285,"3/12/13",0,"B",0.9403,"965","N",13,22,"D",1,5,7,"P",9466,"N",20,"ZA",0,2,"N",0,"O",0,20,2,4,-1,"N","CA"
25298,"14/10/14",0,"E",0.9108,"1,487","N",11,25,"A",1,4,11,"Q",47931,"N",8,"ZH",0,,"Y",0,"R",1,14,9,25,-1,"N","IL"
25325,"7/8/14",1,"B",0.9153,"935","N",4,22,"E",1,4,11,"Q",19054,"N",6,"ZA",0,2,"N",0,"O",0,17,2,4,-1,"N","CA"
25396,"8/5/13",0,"B",0.9403,"965","N",23,25,"D",0,5,15,"T",41990,"N",7,"ZA",0,2,"Y",0,"O",1,25,2,12,-1,"N","CA"
25460,"7/8/14",1,"B",0.9153,"935","N",2,22,"E",1,3,20,"P",34347,"N",5,"ZA",0,2,"N",0,"R",1,6,2,4,-1,"N","CA"
25469,"1/6/14",0,"B",0.9153,"935","N",6,22,"D",1,5,11,"M",2191,"N",21,"ZA",0,2,"N",0,"R",0,25,2,9,-1,"N","CA"
25487,"24/4/15",0,"K",0.887,"1,113","Y",2,22,"K",1,5,11,"V",38745,"N",16,"XC",0,,"N",0,"R",1,4,19,4,-1,"N","TX"
25493,"5/7/14",0,"J",0.8928,"1,113","N",9,22,"G",1,5,11,"R",4736,"N",8,"ZA",0,2,"N",0,"J",0,8,24,15,-1,"N","TX"
25498,"8/7/13",0,"B",0.9403,"965","N",11,2,"D",0,5,24,"K",52248,"N",6,"ZA",0,2,"N",0,"O",1,4,2,6,-1,"N","CA"
25544,"10/4/13",0,"J",0.9769,"1,165","N",6,22,"F",1,5,23,"T",7042,"N",6,"ZA",0,2,"N",0,"I",0,2,14,9,-1,"N","TX"
25598,"5/1/15",1,"J",0.887,"1,113","N",18,25,"A",1,4,22,"V",37360,"N",5,"YE",0,,"N",0,"J",1,23,18,4,-1,"N","TX"
25625,"23/1/14",0,"J",0.8922,"1,113","N",22,22,"G",1,5,7,"Q",27110,"N",4,"XE",0,,"N",0,"A",1,24,14,5,-1,"N","TX"
25659,"11/10/13",0,"B",0.9403,"965","N",13,25,"E",0,3,20,"V",24233,"N",19,"ZA",0,2,"N",0,"O",1,20,2,8,-1,"N","CA"
25732,"17/4/15",0,"F",1.0101,"548","N",14,22,"E",1,5,11,"V",32975,"N",6,"ZF",0,,"N",0,"K",0,20,4,22,-1,"N","NJ"
25764,"26/9/13",0,"F",0.9919,"564","N",11,22,"J",1,3,20,"Q",25272,"N",12,"XX",0,2,"N",0,"S",1,19,4,21,-1,"N","NJ"
25784,"27/3/14",0,"B",0.9153,"935","N",19,2,"D",1,5,20,"Q",567,"N",6,"ZA",0,2,"N",0,"D",0,25,2,9,-1,"N","CA"
25795,"15/5/15",0,"F",1.0101,"548","N",17,22,"K",1,3,20,"V",48638,"N",4,"YH",0,,"Y",0,"R",1,22,5,21,-1,"N","NJ"
25838,"26/2/15",0,"K",0.887,"1,113","Y",6,22,"G",1,5,11,"V",40078,"N",10,"ZG",0,,"Y",0,"J",1,12,14,5,-1,"N","TX"
25939,"15/7/14",0,"F",1.0006,"548","N",11,22,"J",1,5,11,"P",50729,"Y",14,"XR",0,,"Y",0,"N",1,21,4,21,-1,"N","NJ"
25975,"10/3/14",0,"J",0.8922,"1,113","N",25,22,"G",0,5,20,"K",54135,"N",15,"ZA",0,2,"N",0,"J",0,15,25,16,-1,"N","TX"
26016,"11/1/15",0,"F",1.0005,"548","N",3,22,"E",0,5,20,"M",39231,"N",1,"ZH",0,,"N",0,"R",1,4,4,18,-1,"N","NJ"
26048,"21/12/14",0,"K",0.887,"1,113","Y",11,22,"F",1,4,11,"R",13094,"N",8,"XJ",0,,"Y",0,"Q",1,6,14,8,-1,"N","TX"
26066,"5/6/13",1,"E",0.9485,"1,480","N",14,22,"A",1,3,16,"T",49281,"N",4,"ZR",0,2,"N",0,"R",1,23,9,24,-1,"N","IL"
26072,"2/1/15",0,"B",0.9153,"935","N",9,25,"E",1,3,20,"V",52820,"N",23,"ZA",0,2,"N",0,"O",1,19,2,12,-1,"N","CA"
26091,"11/6/14",0,"B",0.9153,"935","N",5,22,"D",1,5,11,"T",48039,"N",6,"ZA",0,2,"N",0,"A",0,3,2,10,-1,"N","CA"
26121,"5/8/13",0,"B",0.9403,"965","N",16,22,"D",1,5,21,"T",18068,"N",-1,"ZA",0,2,"N",0,"O",1,23,1,6,-1,"N","CA"
26137,"2/12/13",1,"F",0.9838,"564","N",3,22,"E",0,4,7,"K",66447,"N",6,"XR",0,,"N",0,"R",1,4,4,18,-1,"N","NJ"
26156,"12/5/13",0,"F",0.9313,"564","N",25,22,"K",0,5,1,"M",26177,"N",4,"XH",0,2,"N",0,"R",1,25,4,18,-1,"N","NJ"
26194,"11/6/13",0,"F",0.9919,"564","N",25,22,"E",1,3,17,"P",37316,"N",13,"XD",0,2,"N",0,"R",1,24,4,19,-1,"N","NJ"
26220,"3/3/15",0,"F",1.0101,"548","N",5,25,"E",0,2,20,"T",31939,"N",11,"XR",0,,"N",0,"N",1,6,4,18,-1,"N","NJ"
26224,"8/10/13",0,"B",0.9403,"965","N",23,22,"D",0,2,20,"P",43329,"N",-1,"ZA",0,2,"N",0,"O",1,24,2,4,-1,"N","CA"
26242,"1/7/14",0,"F",1.0006,"548","N",15,22,"E",1,5,11,"T",51735,"N",20,"ZE",0,,"N",0,"R",1,23,4,22,-1,"N","NJ"
26264,"14/1/14",1,"F",0.9838,"548","N",9,22,"E",1,3,20,"P",55424,"N",5,"ZF",0,,"N",0,"S",1,15,4,21,-1,"N","NJ"
26304,"25/11/13",0,"J",0.9258,"1,165","N",16,2,"G",1,5,7,"Q",49309,"N",7,"XR",0,,"N",0,"J",1,6,24,15,-1,"N","TX"
26316,"16/3/15",0,"B",0.9153,"935","N",10,25,"D",0,5,20,"K",26438,"N",-1,"ZA",0,2,"Y",0,"O",0,24,2,8,-1,"N","CA"
26328,"5/3/14",0,"J",0.8922,"1,113","N",23,22,"G",1,5,20,"T",1608,"N",1,"ZA",0,2,"N",0,"S",0,16,14,5,-1,"N","TX"
26441,"10/6/14",0,"F",1.0006,"548","N",7,22,"E",1,5,11,"P",35637,"N",5,"YF",0,,"N",0,"R",0,14,4,21,-1,"N","NJ"
26456,"30/9/14",0,"E",0.9194,"1,487","N",4,22,"K",1,5,11,"R",5375,"N",5,"XH",0,,"N",0,"Q",1,13,9,24,-1,"N","IL"
26479,"6/1/13",0,"B",0.9219,"965","N",7,22,"J",1,5,23,"M",46832,"N",2,"ZA",0,2,"N",0,"O",1,4,2,12,25,"N","CA"
26487,"11/9/14",0,"F",1.0006,"548","N",11,25,"E",1,5,11,"Q",56224,"N",5,"XI",0,,"N",0,"R",1,19,4,22,-1,"N","NJ"
26490,"29/3/14",0,"B",0.9153,"935","N",4,22,"D",0,5,11,"R",27768,"N",6,"ZA",0,2,"N",0,"O",0,14,2,13,-1,"N","CA"
26522,"16/2/15",0,"B",0.9153,"935","N",6,22,"D",0,5,11,"K",23349,"N",6,"ZA",0,2,"Y",0,"O",1,10,2,9,-1,"N","CA"
26543,"28/9/13",0,"B",0.9403,"965","N",5,22,"D",0,5,24,"R",19343,"N",6,"ZA",0,2,"N",0,"D",1,9,2,6,-1,"N","CA"
26629,"27/3/14",0,"E",0.9392,"1,487","N",7,22,"F",0,5,11,"Q",50313,"N",8,"ZA",0,2,"Y",0,"R",0,6,9,25,-1,"N","IL"
26644,"12/6/14",1,"F",1.0006,"548","N",9,25,"E",1,2,20,"Q",53532,"N",12,"XR",0,,"N",0,"R",1,16,4,17,-1,"N","NJ"
26653,"26/7/14",1,"E",0.9392,"1,487","N",7,22,"A",1,3,20,"R",42825,"N",5,"XB",0,2,"N",0,"S",1,12,9,24,-1,"N","IL"
26770,"27/12/14",0,"F",1.0005,"548","N",9,22,"E",1,5,11,"R",37129,"N",17,"YF",0,,"N",0,"N",1,17,4,19,-1,"N","NJ"
26795,"15/5/14",0,"E",0.9392,"1,487","N",1,22,"K",0,5,11,"Q",6692,"N",4,"ZA",0,2,"N",0,"D",0,1,11,23,-1,"N","IL"
26798,"20/8/14",0,"B",0.9153,"935","N",7,22,"K",0,2,20,"T",9387,"N",-1,"ZA",0,2,"N",0,"O",0,20,2,8,-1,"N","CA"
26900,"16/5/14",0,"B",0.9153,"935","N",7,22,"D",1,5,11,"V",64264,"N",-1,"ZA",0,2,"N",0,"O",0,12,2,14,-1,"N","CA"
26915,"20/2/14",0,"J",0.8922,"1,113","N",17,22,"G",1,3,20,"Q",22463,"N",4,"XX",0,2,"Y",0,"J",1,16,24,15,-1,"N","TX"
26917,"3/11/13",0,"J",0.9258,"1,165","N",5,22,"F",0,5,7,"M",6929,"N",7,"XD",0,,"N",0,"R",1,15,14,5,-1,"N","TX"
26919,"1/8/14",0,"J",0.8928,"1,113","N",6,22,"G",0,5,11,"V",22428,"N",4,"ZA",0,2,"N",0,"R",0,8,14,5,-1,"N","TX"
26920,"6/5/14",0,"J",0.8928,"1,113","N",25,22,"G",1,5,11,"P",63435,"N",-1,"XL",0,,"N",0,"S",1,19,12,5,-1,"N","TX"
26961,"14/4/14",0,"F",1.0006,"548","N",5,22,"J",1,3,20,"K",28453,"N",4,"YF",0,,"N",0,"R",1,13,4,22,-1,"N","NJ"
26972,"26/7/13",0,"B",0.9403,"965","N",3,2,"D",0,5,24,"V",51239,"N",5,"ZA",0,2,"Y",0,"O",0,17,2,8,-1,"N","CA"
27048,"2/8/13",0,"B",0.9403,"965","N",11,2,"D",1,5,21,"Q",44025,"N",-1,"ZA",0,2,"N",0,"O",1,23,2,11,-1,"N","CA"
27198,"25/3/14",0,"E",0.9392,"1,487","N",10,22,"F",1,5,11,"P",39740,"N",6,"ZA",0,2,"N",0,"R",0,8,9,24,-1,"N","IL"
27225,"1/9/14",0,"F",1.0006,"548","N",5,22,"E",1,5,11,"K",23649,"N",13,"YE",0,,"N",0,"R",1,15,4,17,-1,"N","NJ"
27236,"3/4/15",0,"C",0.8746,"1,487","Y",9,2,"A",1,5,11,"V",15432,"N",13,"ZT",0,,"Y",0,"R",1,6,10,24,-1,"N","IL"
27309,"5/5/15",0,"K",0.887,"1,113","Y",11,22,"A",1,4,22,"P",6021,"N",8,"XH",0,,"N",0,"J",1,10,24,15,-1,"N","TX"
27369,"30/5/14",1,"F",1.0006,"548","N",4,22,"E",0,3,20,"V",27047,"N",4,"XD",0,,"N",0,"R",1,16,4,19,-1,"N","NJ"
27440,"8/3/13",1,"B",0.9403,"965","N",12,22,"E",1,3,14,"V",44186,"N",5,"ZA",0,2,"N",0,"O",1,24,2,4,-1,"N","CA"
27449,"13/9/13",0,"F",0.9919,"564","N",10,25,"B",0,4,4,"V",23050,"N",5,"ZN",0,,"N",0,"R",0,13,4,20,-1,"N","NJ"
27481,"28/1/15",0,"F",1.0005,"548","N",4,25,"E",0,2,20,"T",24446,"N",22,"XS",0,,"N",0,"R",1,6,4,17,-1,"N","NJ"
27505,"29/10/13",0,"B",0.9403,"965","N",4,22,"D",0,5,7,"P",66424,"N",1,"ZA",0,2,"N",0,"O",0,11,2,10,-1,"N","CA"
27515,"3/8/13",1,"B",0.9403,"965","N",6,22,"E",1,3,21,"T",6263,"N",6,"ZA",0,2,"N",0,"O",1,4,2,13,-1,"N","CA"
27531,"28/1/15",1,"F",1.0005,"548","N",14,25,"E",1,4,11,"T",24335,"N",8,"ZF",0,,"N",0,"K",1,21,4,22,-1,"N","NJ"
27581,"23/6/14",1,"B",0.9153,"935","N",9,22,"D",1,3,11,"V",16989,"N",7,"ZA",0,2,"N",0,"O",1,7,2,11,-1,"N","CA"
27598,"2/1/14",0,"J",0.8922,"1,113","N",7,2,"G",1,5,7,"Q",51245,"N",23,"ZT",0,,"N",0,"J",1,10,17,4,-1,"N","TX"
27625,"25/3/14",1,"F",0.9566,"548","N",19,25,"G",1,3,20,"P",51243,"N",19,"YE",0,,"N",0,"R",1,18,4,16,-1,"N","NJ"
27647,"16/7/14",0,"F",1.0006,"548","N",7,22,"E",1,3,20,"T",47927,"N",6,"XR",0,,"N",0,"R",1,14,4,21,-1,"N","NJ"
27726,"16/2/13",0,"B",0.9403,"965","N",11,22,"J",1,5,23,"R",48111,"N",5,"ZA",0,2,"N",0,"O",0,15,2,10,-1,"N","CA"
27732,"10/10/13",1,"F",0.9919,"564","N",5,22,"E",1,4,4,"M",61659,"N",6,"XM",0,,"N",0,"R",1,17,4,20,-1,"N","NJ"
27742,"11/5/15",0,"K",0.887,"1,113","Y",3,22,"K",1,5,11,"K",5356,"N",4,"XH",0,,"N",0,"D",1,2,7,4,-1,"N","TX"
27752,"12/1/14",0,"J",0.8922,"1,113","N",14,22,"G",0,4,7,"M",7361,"N",6,"XX",0,2,"N",0,"J",1,10,14,5,-1,"N","TX"
27779,"20/6/14",0,"E",0.9392,"1,487","N",7,2,"F",1,5,11,"V",31724,"N",6,"YH",0,,"N",0,"R",1,6,9,22,-1,"N","IL"
27805,"16/9/14",0,"F",1.0006,"548","N",7,22,"E",1,3,20,"P",46583,"N",8,"XS",0,,"Y",0,"N",1,15,4,19,-1,"N","NJ"
27827,"25/6/13",0,"B",0.9403,"965","N",6,22,"K",1,3,17,"P",21007,"N",7,"ZA",0,2,"N",0,"O",1,4,2,10,-1,"N","CA"
27842,"29/8/13",0,"B",0.9403,"965","N",3,22,"E",1,3,21,"Q",55249,"N",5,"ZA",0,2,"Y",0,"O",1,6,2,13,-1,"N","CA"
27946,"17/10/14",0,"E",0.9108,"1,487","N",5,22,"K",1,5,11,"V",30169,"N",9,"XB",0,,"N",0,"R",1,13,9,23,-1,"N","IL"
27967,"18/6/14",0,"J",0.8928,"1,113","N",10,22,"G",1,4,11,"T",43496,"N",-1,"XR",0,,"N",0,"J",1,8,24,12,-1,"N","TX"
